python3-IPy,"comment here"
python3-asn1crypto,"comment here"
python3-bytesize,"comment here"
python3-cffi,"comment here"
python3-chardet,"comment here"
python3-coverage,"comment here"
python3-crypto,"comment here"
python3-cryptography,"comment here"
python3-decorator,"comment here"
python3-iniparse,"comment here"
python3-ordered-set,"comment here"
python3-ply,"comment here"
python3-pyOpenSSL,"comment here"
python3-pycparser,"comment here"
python3-pyparsing,"comment here"
python3-pytz,"comment here"
python3-requests,"comment here"
python3-requests-file,"comment here"
python3-requests-ftp,"comment here"
python3-six,"comment here"
python3-urllib3,"comment here"
